controller,grid,scenario,seed,simulation_duration_s,loaded_vehicles,departed_vehicles,completed_trips,completion_rate_pct,completion_of_departed_pct,avg_travel_time,avg_waiting_time,avg_time_loss,mean_queue_length,max_queue_length,mean_step_waiting_time,mean_vehicle_count,teleports_started,teleports_ended,active_at_end,min_expected_at_end,tls_count,active_program,peak_process_tree_ram_mb,simulation_loop_runtime_s,total_wall_runtime_s,tripinfo_arrival_match,step_file,tripinfo_file,status,controller_final,algorithm_family,mean_agent_predict_ms,p95_agent_predict_ms,mean_joint_decision_ms,p95_joint_decision_ms,model_size_total_mb,wall_runtime_s
original_fixed,2x2,high,12,1800,3000,1627,415,13.833333333333334,25.507068223724648,290.34698795180725,176.3132530120482,215.32060240963855,74.79513888888889,100,10045.810416666667,83.07222222222222,111,70,1189,2585,4,0,108.484375,9.761387416976504,10.812314792070538,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_high_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_high_seed12_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,high,13,1800,3000,1645,421,14.033333333333333,25.592705167173253,262.0166270783848,149.6603325415677,187.77643705463183,74.18611111111112,100,10282.946527777778,82.5125,114,63,1193,2579,4,0,107.671875,9.72313004208263,10.770820000092499,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_high_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_high_seed13_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,high,14,1800,3000,1671,459,15.299999999999999,27.468581687612208,273.70152505446623,158.5032679738562,205.1162091503268,71.43194444444444,100,9880.022222222222,81.01527777777778,89,49,1184,2541,4,0,108.71875,9.735441708005965,10.785165666951798,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_high_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_high_seed14_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,high,15,1800,3000,1582,365,12.166666666666668,23.072060682680153,269.827397260274,160.56712328767122,196.75758904109588,75.15208333333334,100,9974.7625,82.89444444444445,104,62,1190,2635,4,0,108.5,9.714142291108146,10.758859082940035,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_high_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_high_seed15_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
webster_fixed,2x2,high,11,1800,3000,1692,472,15.733333333333333,27.89598108747045,253.46186440677965,129.83262711864407,184.9517372881356,69.81458333333333,100,9796.100694444445,81.83680555555556,94,46,1185,2528,4,a,114.421875,9.734340874943882,10.807404666906223,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed11_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,high,12,1800,3000,1702,496,16.53333333333333,29.142185663924796,259.44959677419354,131.41129032258064,189.29370967741934,69.49583333333334,100,9203.739583333334,81.59027777777777,91,50,1180,2504,4,a,114.375,9.719377542030998,10.80555504199583,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed12_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,high,13,1800,3000,1678,456,15.2,27.175208581644817,267.3157894736842,141.1469298245614,194.04616228070176,69.87430555555555,100,7459.328472222222,81.36597222222223,77,36,1200,2544,4,a,114.640625,9.759122792049311,10.841009708005004,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed13_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,high,14,1800,3000,1677,460,15.333333333333332,27.42993440667859,258.3934782608696,137.0086956521739,193.39004347826088,69.9798611111111,100,7693.416666666667,81.64027777777778,76,43,1195,2540,4,a,114.65625,9.71004933398217,10.799825291964225,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed14_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,high,15,1800,3000,1656,445,14.833333333333334,26.871980676328505,254.52359550561798,132.97752808988764,178.1230786516854,71.44930555555555,100,9734.320138888888,80.45138888888889,97,49,1182,2555,4,a,114.453125,9.837229333003052,10.926697458024137,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_high_seed15_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
actuated,2x2,low,11,1800,600,600,572,95.33333333333334,95.33333333333334,80.79020979020979,4.631118881118881,17.494702797202798,0.35,4,1.6430555555555555,2.829861111111111,0,0,28,28,4,0,90.40625,8.550485917017795,9.601181624922901,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed11_tripinfo.xml,PASS,actuated,conventional,,,,,,
actuated,2x2,low,12,1800,600,600,571,95.16666666666667,95.16666666666667,82.06830122591944,5.350262697022767,18.473134851138354,0.3861111111111111,8,1.8229166666666667,2.8875,0,0,29,29,4,0,89.71875,8.518328040954657,9.566233917023055,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed12_tripinfo.xml,PASS,actuated,conventional,,,,,,
actuated,2x2,low,13,1800,600,600,573,95.5,95.5,81.95287958115183,4.50087260034904,17.84261780104712,0.33611111111111114,4,1.542361111111111,2.8375,0,0,27,27,4,0,89.828125,8.47630525007844,9.521190124913119,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed13_tripinfo.xml,PASS,actuated,conventional,,,,,,
actuated,2x2,low,14,1800,600,600,574,95.66666666666667,95.66666666666667,82.05574912891986,4.900696864111498,18.107473867595818,0.36666666666666664,4,1.6701388888888888,2.8666666666666667,0,0,26,26,4,0,90.234375,8.464350791065954,9.512133207987063,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed14_tripinfo.xml,PASS,actuated,conventional,,,,,,
actuated,2x2,low,15,1800,600,600,571,95.16666666666667,95.16666666666667,81.07355516637477,4.686514886164623,17.477145359019264,0.34097222222222223,4,1.6291666666666667,2.817361111111111,0,0,29,29,4,0,89.671875,8.43813633301761,9.480465041007847,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_low_seed15_tripinfo.xml,PASS,actuated,conventional,,,,,,
original_fixed,2x2,low,11,1800,600,600,568,94.66666666666667,94.66666666666667,96.8855633802817,19.401408450704224,33.64463028169014,1.6368055555555556,8,24.740277777777777,4.191666666666666,0,0,32,32,4,0,87.921875,8.308864791993983,9.361302291974425,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed11_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,low,12,1800,600,600,568,94.66666666666667,94.66666666666667,98.34859154929578,20.6056338028169,34.879348591549295,1.676388888888889,9,25.960416666666667,4.254166666666666,0,0,32,32,4,0,88.9375,8.289759292034432,9.33737054199446,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed12_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,low,13,1800,600,600,573,95.5,95.5,97.65968586387434,19.335078534031414,33.62879581151832,1.60625,9,24.209027777777777,4.175694444444445,0,0,27,27,4,0,88.90625,8.363887917017564,9.411837667110376,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed13_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,low,14,1800,600,600,570,95.0,95.0,97.34561403508772,19.16140350877193,33.47424561403509,1.5944444444444446,9,23.927777777777777,4.164583333333334,0,0,30,30,4,0,88.953125,8.326981541933492,9.374778499943204,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed14_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
original_fixed,2x2,low,15,1800,600,600,569,94.83333333333334,94.83333333333334,96.90158172231986,19.36555360281195,33.38688927943761,1.6194444444444445,9,24.583333333333332,4.164583333333334,0,0,31,31,4,0,89.078125,8.371514291968197,9.41922333301045,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_low_seed15_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
webster_fixed,2x2,low,11,1800,600,600,570,95.0,95.0,83.05438596491229,6.082456140350877,19.740947368421054,0.4486111111111111,4,2.0680555555555555,2.9625,0,0,30,30,4,a,95.21875,8.418008291977458,9.504976249998435,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed11_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,low,12,1800,600,600,570,95.0,95.0,83.33157894736843,6.235087719298246,19.73080701754386,0.4673611111111111,4,2.120138888888889,2.9895833333333335,0,0,30,30,4,a,95.40625,8.411149708088487,9.494784083100967,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed12_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,low,13,1800,600,600,571,95.16666666666667,95.16666666666667,84.12259194395797,6.201401050788091,20.077145359019266,0.46041666666666664,4,2.1333333333333333,3.0215277777777776,0,0,29,29,4,a,95.84375,8.50490320904646,9.597926207934506,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed13_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,low,14,1800,600,600,572,95.33333333333334,95.33333333333334,84.37237762237763,6.559440559440559,20.425402097902097,0.4861111111111111,6,2.25625,3.0493055555555557,0,0,28,28,4,a,96.390625,8.520878332899883,9.610735499998555,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed14_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
webster_fixed,2x2,low,15,1800,600,600,568,94.66666666666667,94.66666666666667,83.75880281690141,6.517605633802817,20.288573943661973,0.4777777777777778,6,2.2194444444444446,3.0055555555555555,0,0,32,32,4,a,96.578125,8.426834541023709,9.520784000051208,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_low_seed15_tripinfo.xml,PASS,webster_fixed,conventional,,,,,,
actuated,2x2,medium,11,1800,1500,1499,1418,94.53333333333333,94.59639759839892,97.30677009873061,15.405500705218618,34.80427362482369,2.1430555555555557,13,17.586805555555557,8.889583333333333,0,0,81,82,4,0,92.375,8.411154458066449,9.4616049999604,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed11_tripinfo.xml,PASS,actuated,conventional,,,,,,
actuated,2x2,medium,12,1800,1500,1500,1417,94.46666666666667,94.46666666666667,96.89978828510938,15.18772053634439,34.17618207480593,2.120138888888889,13,16.91875,8.902083333333334,0,0,83,83,4,0,93.03125,8.599390208953992,9.642861416912638,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed12_tripinfo.xml,PASS,actuated,conventional,,,,,,
actuated,2x2,medium,13,1800,1500,1498,1414,94.26666666666667,94.39252336448598,96.85007072135785,14.918670438472418,33.954526166902404,2.134027777777778,15,17.91111111111111,8.948611111111111,0,0,84,86,4,0,92.546875,8.58352508302778,9.618173750001006,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed13_tripinfo.xml,PASS,actuated,conventional,,,,,,
actuated,2x2,medium,14,1800,1500,1498,1410,94.0,94.12550066755674,96.6645390070922,14.59290780141844,33.92585815602837,2.209722222222222,14,17.70486111111111,9.057638888888889,0,0,88,90,4,0,93.140625,8.589547874988057,9.638002582942136,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed14_tripinfo.xml,PASS,actuated,conventional,,,,,,
actuated,2x2,medium,15,1800,1500,1499,1423,94.86666666666666,94.92995330220147,95.39002108222066,14.161630358397751,32.900295151089246,2.0319444444444446,13,15.559027777777779,8.739583333333334,0,0,76,77,4,0,92.90625,8.567867083940655,9.61566191597376,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/actuated_medium_seed15_tripinfo.xml,PASS,actuated,conventional,,,,,,
original_fixed,2x2,medium,11,1800,1500,1498,1397,93.13333333333334,93.25767690253672,122.8704366499642,36.92412312097351,60.36526127415891,6.51875,23,105.43819444444445,14.141666666666667,0,0,101,103,4,0,87.125,8.437426374992356,9.47584354202263,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/original_fixed_medium_seed11_tripinfo.xml,PASS,original_fixed,conventional,,,,,,
