controller,grid,scenario,seed,simulation_duration_s,loaded_vehicles,departed_vehicles,completed_trips,completion_rate_pct,completion_of_departed_pct,avg_travel_time,avg_waiting_time,avg_time_loss,mean_queue_length,max_queue_length,mean_step_waiting_time,mean_vehicle_count,teleports_started,teleports_ended,active_at_end,min_expected_at_end,tls_count,active_program,peak_process_tree_ram_mb,simulation_loop_runtime_s,total_wall_runtime_s,tripinfo_arrival_match,step_file,tripinfo_file,status,controller_final,algorithm_family,agent_count,mean_agent_predict_ms,p95_agent_predict_ms,mean_joint_decision_ms,p95_joint_decision_ms,model_size_total_mb,wall_runtime_s
webster_fixed,2x2,medium,11,1800,1500,1500,1414,94.26666666666667,94.26666666666667,99.26025459688826,15.505657708628005,36.82577086280057,2.3652777777777776,11,12.154166666666667,9.578472222222222,0,0,86,86,4,a,97.859375,8.365159041946754,9.44792054197751,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed11_tripinfo.xml,PASS,webster_fixed,conventional,4,,,,,,
webster_fixed,2x2,medium,12,1800,1500,1500,1417,94.46666666666667,94.46666666666667,98.45518701482004,15.00211714890614,35.748588567395906,2.2125,11,11.23263888888889,9.327777777777778,0,0,83,83,4,a,99.203125,8.65759833296761,9.75054420903325,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed12_tripinfo.xml,PASS,webster_fixed,conventional,4,,,,,,
webster_fixed,2x2,medium,13,1800,1500,1499,1411,94.06666666666666,94.12941961307538,99.07441530829199,15.031892274982281,36.18812898653437,2.28125,10,11.534027777777778,9.497222222222222,0,0,88,89,4,a,99.546875,8.63952091592364,9.731892041978426,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed13_tripinfo.xml,PASS,webster_fixed,conventional,4,,,,,,
webster_fixed,2x2,medium,14,1800,1500,1498,1412,94.13333333333334,94.25901201602136,98.90793201133144,15.080028328611897,36.26629603399434,2.3555555555555556,12,12.122916666666667,9.57013888888889,0,0,86,88,4,a,99.046875,8.532488125027157,9.617131582926959,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed14_tripinfo.xml,PASS,webster_fixed,conventional,4,,,,,,
webster_fixed,2x2,medium,15,1800,1500,1499,1416,94.39999999999999,94.46297531687792,98.76765536723164,15.030367231638419,36.37249293785311,2.3583333333333334,12,12.003472222222221,9.574305555555556,0,0,83,84,4,a,99.453125,8.54409920796752,9.633987707900815,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid2x2/webster_fixed_medium_seed15_tripinfo.xml,PASS,webster_fixed,conventional,4,,,,,,
actuated,3x3,medium,11,1800,1800,1797,1691,93.94444444444444,94.10127991096272,105.92548787699586,13.451212300413957,33.94973979893554,1.2271604938271605,11,7.912962962962963,6.514814814814815,0,0,106,109,9,0,95.9375,10.034916708013043,11.095410915906541,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed11_tripinfo.xml,PASS,actuated,conventional,9,,,,,,
actuated,3x3,medium,12,1800,1800,1799,1689,93.83333333333333,93.88549193996664,106.67377146240379,13.851983422143281,34.415671995263466,1.2907407407407407,16,8.549691358024692,6.587037037037037,0,0,110,111,9,0,95.890625,10.047457583015785,11.100387791986577,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed12_tripinfo.xml,PASS,actuated,conventional,9,,,,,,
actuated,3x3,medium,13,1800,1800,1799,1684,93.55555555555556,93.60755975541967,109.01187648456057,15.386579572446555,36.559192399049884,1.4141975308641976,14,9.889506172839507,6.792592592592593,0,0,115,116,9,0,95.953125,10.052572041982785,11.10992824996356,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed13_tripinfo.xml,PASS,actuated,conventional,9,,,,,,
actuated,3x3,medium,14,1800,1800,1798,1684,93.55555555555556,93.65962180200222,105.89192399049881,13.306413301662708,33.59014845605701,1.2685185185185186,13,8.256172839506172,6.562345679012346,0,0,114,116,9,0,95.8125,10.064613834023476,11.119902749895118,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed14_tripinfo.xml,PASS,actuated,conventional,9,,,,,,
actuated,3x3,medium,15,1800,1800,1799,1688,93.77777777777779,93.82990550305725,108.51895734597156,15.417654028436019,36.53200236966825,1.4203703703703703,17,10.55,6.759876543209876,0,0,111,112,9,0,95.875,10.02905762498267,11.082056249957532,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/actuated_medium_seed15_tripinfo.xml,PASS,actuated,conventional,9,,,,,,
original_fixed,3x3,medium,11,1800,1800,1798,1651,91.72222222222223,91.82424916573972,136.48031496062993,40.59842519685039,64.51917625681405,4.132716049382716,22,65.60123456790123,9.746296296296297,0,0,147,149,9,0,95.234375,10.079081000061706,11.130059292074293,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed11_tripinfo.xml,PASS,original_fixed,conventional,9,,,,,,
original_fixed,3x3,medium,12,1800,1800,1799,1652,91.77777777777779,91.82879377431907,139.58898305084745,42.85048426150121,67.42288740920097,4.340123456790123,25,68.95802469135802,10.041358024691357,0,0,147,148,9,0,95.640625,10.164843208971433,11.221939000068232,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed12_tripinfo.xml,PASS,original_fixed,conventional,9,,,,,,
original_fixed,3x3,medium,13,1800,1800,1799,1650,91.66666666666666,91.71762090050028,136.3648484848485,39.82121212121212,64.00283030303031,4.053395061728395,23,63.284876543209876,9.739814814814816,0,0,149,150,9,0,95.625,10.20443291706033,11.258113624993712,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed13_tripinfo.xml,PASS,original_fixed,conventional,9,,,,,,
original_fixed,3x3,medium,14,1800,1800,1799,1650,91.66666666666666,91.71762090050028,134.81151515151515,39.233333333333334,62.65988484848485,3.9953703703703702,16,63.248765432098764,9.59783950617284,0,0,149,150,9,0,95.640625,10.075928042060696,11.132347792037763,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed14_tripinfo.xml,PASS,original_fixed,conventional,9,,,,,,
original_fixed,3x3,medium,15,1800,1800,1799,1649,91.61111111111111,91.66203446359089,132.4354154032747,37.795633717404485,60.60698605215282,3.9104938271604937,18,61.48179012345679,9.450617283950617,0,0,150,151,9,0,95.625,10.010123957996257,11.073905583005399,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/original_fixed_medium_seed15_tripinfo.xml,PASS,original_fixed,conventional,9,,,,,,
webster_fixed,3x3,medium,11,1800,1800,1799,1677,93.16666666666666,93.21845469705391,112.29755515802027,16.669051878354203,40.322492546213475,1.532716049382716,11,7.533950617283951,7.098765432098766,0,0,122,123,9,a,102.046875,9.950872917077504,11.04164491710253,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed11_tripinfo.xml,PASS,webster_fixed,conventional,9,,,,,,
webster_fixed,3x3,medium,12,1800,1800,1799,1688,93.77777777777779,93.82990550305725,110.42476303317535,15.320497630331754,38.16422393364929,1.4521604938271604,12,6.945679012345679,6.985802469135803,0,0,111,112,9,a,101.75,9.973235917044804,11.075055374996737,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed12_tripinfo.xml,PASS,webster_fixed,conventional,9,,,,,,
webster_fixed,3x3,medium,13,1800,1800,1798,1691,93.94444444444444,94.04894327030033,111.82436428149025,16.11886457717327,39.25007096392667,1.5006172839506173,11,7.2972222222222225,7.045679012345679,0,0,107,109,9,a,101.71875,10.00099983299151,11.103646749979816,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed13_tripinfo.xml,PASS,webster_fixed,conventional,9,,,,,,
webster_fixed,3x3,medium,14,1800,1800,1799,1679,93.27777777777779,93.3296275708727,111.26742108397856,16.005360333531865,39.090315664085765,1.501543209876543,10,7.310185185185185,7.052777777777778,0,0,120,121,9,a,102.046875,10.014922042028047,11.104403249919415,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed14_tripinfo.xml,PASS,webster_fixed,conventional,9,,,,,,
webster_fixed,3x3,medium,15,1800,1800,1800,1687,93.72222222222221,93.72222222222221,111.76704208654417,16.3918197984588,39.82331950207469,1.5472222222222223,11,7.607716049382716,7.120061728395061,0,0,113,113,9,a,101.84375,10.038265083101578,11.137121540959924,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid3x3/webster_fixed_medium_seed15_tripinfo.xml,PASS,webster_fixed,conventional,9,,,,,,
actuated,4x4,medium,11,1800,2000,1999,1870,93.5,93.54677338669335,115.70160427807487,12.764171122994652,33.806411764705885,0.7427083333333333,8,3.972916666666667,4.793229166666666,0,0,129,130,16,0,98.140625,11.764763083076105,12.836433624965139,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed11_tripinfo.xml,PASS,actuated,conventional,16,,,,,,
actuated,4x4,medium,12,1800,2000,1998,1860,93.0,93.09309309309309,118.07043010752689,13.685483870967742,35.81962365591398,0.8171875,12,4.405034722222222,4.936111111111111,0,0,138,140,16,0,98.078125,11.799916916061193,12.869938208954409,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed12_tripinfo.xml,PASS,actuated,conventional,16,,,,,,
actuated,4x4,medium,13,1800,2000,1999,1864,93.2,93.24662331165582,116.37178111587983,12.619635193133048,33.995198497854076,0.7642361111111111,11,4.245138888888889,4.842881944444445,0,0,135,136,16,0,98.15625,11.80791649990715,12.875516542000696,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed13_tripinfo.xml,PASS,actuated,conventional,16,,,,,,
actuated,4x4,medium,14,1800,2000,1999,1857,92.85,92.89644822411206,116.61604738826064,12.97253634894992,34.403511039310715,0.7737847222222223,7,4.152256944444445,4.858680555555556,0,0,142,143,16,0,98.234375,11.82763412501663,12.905605167034082,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed14_tripinfo.xml,PASS,actuated,conventional,16,,,,,,
actuated,4x4,medium,15,1800,2000,1999,1861,93.05,93.09654827413706,114.93981730252553,12.215475550779152,33.067673293927996,0.7355902777777777,10,4.016666666666667,4.766493055555555,0,0,138,139,16,0,98.078125,11.802676624967717,12.876853541005403,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/actuated_medium_seed15_tripinfo.xml,PASS,actuated,conventional,16,,,,,,
original_fixed,4x4,medium,11,1800,2000,1999,1834,91.7,91.74587293646823,144.70447110141765,40.41494002181025,62.903827699018535,2.6690972222222222,14,42.38854166666667,6.786284722222222,0,0,165,166,16,0,97.578125,11.6235339170089,12.688684665947221,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed11_tripinfo.xml,PASS,original_fixed,conventional,16,,,,,,
original_fixed,4x4,medium,12,1800,2000,1999,1828,91.4,91.44572286143071,144.17450765864334,39.82713347921226,62.02151531728665,2.641840277777778,21,41.82899305555556,6.742013888888889,0,0,171,172,16,0,96.953125,11.620394708006643,12.674842041102238,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed12_tripinfo.xml,PASS,original_fixed,conventional,16,,,,,,
original_fixed,4x4,medium,13,1800,2000,1999,1835,91.75,91.7958979489745,143.71117166212534,39.260490463215255,61.57906267029973,2.5928819444444446,12,41.066319444444446,6.714409722222222,0,0,164,165,16,0,97.578125,11.828386083012447,12.88594499998726,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed13_tripinfo.xml,PASS,original_fixed,conventional,16,,,,,,
original_fixed,4x4,medium,14,1800,2000,1999,1834,91.7,91.74587293646823,144.83860414394766,40.29880043620501,62.757017448200656,2.665451388888889,12,42.25590277777778,6.804166666666666,0,0,165,166,16,0,97.3125,11.808412458049133,12.877795416046865,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed14_tripinfo.xml,PASS,original_fixed,conventional,16,,,,,,
original_fixed,4x4,medium,15,1800,2000,1998,1826,91.3,91.3913913913914,145.30887185104052,40.68674698795181,63.446150054764516,2.6831597222222223,17,42.721354166666664,6.8125,0,0,172,174,16,0,97.578125,11.812894125003368,12.86919833405409,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/original_fixed_medium_seed15_tripinfo.xml,PASS,original_fixed,conventional,16,,,,,,
webster_fixed,4x4,medium,11,1800,2000,1998,1862,93.10000000000001,93.1931931931932,120.93233082706767,14.89795918367347,39.00184210526316,0.8991319444444444,10,4.033333333333333,5.102256944444444,0,0,136,138,16,a,103.75,11.880090999999084,12.986169124953449,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed11_tripinfo.xml,PASS,webster_fixed,conventional,16,,,,,,
webster_fixed,4x4,medium,12,1800,2000,1999,1856,92.80000000000001,92.8464232116058,121.59644396551724,15.171875,39.34067349137931,0.9300347222222223,10,4.181076388888889,5.160416666666666,0,0,143,144,16,a,103.796875,12.015989833977073,13.124307707999833,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed12_tripinfo.xml,PASS,webster_fixed,conventional,16,,,,,,
webster_fixed,4x4,medium,13,1800,2000,1998,1859,92.95,93.04304304304304,121.55244755244755,15.15922538999462,39.23212479827865,0.9177083333333333,9,4.144444444444445,5.1272569444444445,0,0,139,141,16,a,103.828125,11.932030832977034,13.040618416969664,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed13_tripinfo.xml,PASS,webster_fixed,conventional,16,,,,,,
webster_fixed,4x4,medium,14,1800,2000,1999,1864,93.2,93.24662331165582,120.58798283261802,14.508047210300429,38.39484442060086,0.8779513888888889,8,3.924826388888889,5.088368055555556,0,0,135,136,16,a,103.890625,11.801591207971796,12.898558999993838,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed14_tripinfo.xml,PASS,webster_fixed,conventional,16,,,,,,
webster_fixed,4x4,medium,15,1800,2000,1999,1857,92.85,92.89644822411206,121.63920301561659,15.372644049542272,39.704049542272486,0.9204861111111111,9,4.150347222222222,5.133854166666667,0,0,142,143,16,a,103.921875,11.768173541990109,12.87527949991636,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid4x4/webster_fixed_medium_seed15_tripinfo.xml,PASS,webster_fixed,conventional,16,,,,,,
actuated,5x5,medium,11,1800,1566,1565,1448,92.46487867177522,92.52396166134186,125.12223756906077,11.88121546961326,33.9926864640884,0.38022222222222224,7,1.7781111111111112,2.888777777777778,0,0,117,118,25,0,100.015625,11.675992249976844,12.747000208008103,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed11_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed11_tripinfo.xml,PASS,actuated,conventional,25,,,,,,
actuated,5x5,medium,12,1800,1566,1565,1455,92.91187739463601,92.97124600638978,125.10790378006872,11.858419243986255,33.629580756013745,0.38322222222222224,5,1.8036666666666668,2.8853333333333335,0,0,110,111,25,0,99.28125,11.836346291005611,12.898926250054501,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed12_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed12_tripinfo.xml,PASS,actuated,conventional,25,,,,,,
actuated,5x5,medium,13,1800,1566,1565,1456,92.97573435504471,93.03514376996806,124.61881868131869,11.472527472527473,32.85869505494505,0.3626666666666667,5,1.7255555555555555,2.8546666666666667,0,0,109,110,25,0,99.8125,11.83747129200492,12.905902958009392,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed13_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed13_tripinfo.xml,PASS,actuated,conventional,25,,,,,,
actuated,5x5,medium,14,1800,1566,1565,1452,92.72030651340997,92.77955271565496,126.75068870523415,12.979338842975206,35.22987603305785,0.41155555555555556,5,1.92,2.9241111111111113,0,0,113,114,25,0,99.984375,11.945103625068441,13.014248374965973,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed14_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed14_tripinfo.xml,PASS,actuated,conventional,25,,,,,,
actuated,5x5,medium,15,1800,1566,1564,1456,92.97573435504471,93.09462915601023,125.56456043956044,12.171016483516484,34.284574175824176,0.387,6,1.8098888888888889,2.894,0,0,108,110,25,0,100.0,12.008228083024733,13.08199529198464,True,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed15_steps.csv,/Users/venushambhuhullukattenataraju/thesis_project/results_v2/conventional/grid5x5/actuated_medium_seed15_tripinfo.xml,PASS,actuated,conventional,25,,,,,,
